command started at 2026-03-09 04:32:43+00:00, finished at 2026-03-09 04:32:53+00:00 with exitcode=0
LAST SEEN   TYPE      REASON      OBJECT                                     MESSAGE
50m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-568jq   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 100ms (100ms including waiting). Image size: 540108575 bytes.
50m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-568jq   Started container runner
25m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56dkv   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56dkv to aks-heavy-22317745-vmss000002
25m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56dkv   Pulling image "ghcr.io/actions/actions-runner:latest"
25m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-56dkv   Started container runner
52m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56f5k   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56f5k to aks-heavy-22317745-vmss000002
52m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56f5k   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 203ms (203ms including waiting). Image size: 540108575 bytes.
43m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56hg8   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56hg8 to aks-heavy-22317745-vmss000002
43m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56hg8   Pulling image "ghcr.io/actions/actions-runner:latest"
43m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56hg8   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 150ms (150ms including waiting). Image size: 540108575 bytes.
43m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-56hg8   Created container: runner
43m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-56hg8   Started container runner
53m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56jgp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56jgp to aks-heavy-22317745-vmss000002
53m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56jgp   Pulling image "ghcr.io/actions/actions-runner:latest"
53m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56jgp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 105ms (105ms including waiting). Image size: 540108575 bytes.
3m10s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56k6p   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56k6p to aks-heavy-22317745-vmss000002
24m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56ndp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56ndp to aks-heavy-22317745-vmss000002
24m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56ndp   Pulling image "ghcr.io/actions/actions-runner:latest"
24m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56ndp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 74ms (74ms including waiting). Image size: 540108575 bytes.
24m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-56ndp   Created container: runner
24m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-56ndp   Started container runner
36m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56nkc   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56nkc to aks-heavy-22317745-vmss000002
36m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56nkc   Pulling image "ghcr.io/actions/actions-runner:latest"
6m19s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56p26   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56p26 to aks-heavy-22317745-vmss000002
6m18s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56p26   Pulling image "ghcr.io/actions/actions-runner:latest"
6m18s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56p26   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 156ms (156ms including waiting). Image size: 540108575 bytes.
6m18s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-56p26   Created container: runner
6m18s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-56p26   Started container runner
59m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56pvp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56pvp to aks-heavy-22317745-vmss000002
59m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56pvp   Pulling image "ghcr.io/actions/actions-runner:latest"
59m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56pvp   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 145ms (145ms including waiting). Image size: 540108575 bytes.
59m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-56pvp   Created container: runner
31m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56t5x   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56t5x to aks-heavy-22317745-vmss000002
31m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-56t5x   Pulling image "ghcr.io/actions/actions-runner:latest"
31m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56t5x   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 198ms (198ms including waiting). Image size: 540108575 bytes.
31m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-56t5x   Created container: runner
31m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-56t5x   Started container runner
17m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-56tht   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-56tht to aks-heavy-22317745-vmss000002
17m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-56tht   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 88ms (88ms including waiting). Image size: 540108575 bytes.
32m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57456   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57456 to aks-heavy-22317745-vmss000002
32m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57456   Pulling image "ghcr.io/actions/actions-runner:latest"
32m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57456   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 74ms (74ms including waiting). Image size: 540108575 bytes.
32m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-57456   Created container: runner
32m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-57456   Started container runner
84s         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-577kk   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-577kk to aks-heavy-22317745-vmss000002
42m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-579jm   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-579jm to aks-heavy-22317745-vmss000002
42m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-579jm   Pulling image "ghcr.io/actions/actions-runner:latest"
42m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-579jm   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 72ms (72ms including waiting). Image size: 540108575 bytes.
53m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57d4n   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57d4n to aks-heavy-22317745-vmss000002
53m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57d4n   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 120ms (120ms including waiting). Image size: 540108575 bytes.
53m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-57d4n   Started container runner
3m26s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57g7c   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57g7c to aks-heavy-22317745-vmss000002
3m26s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57g7c   Pulling image "ghcr.io/actions/actions-runner:latest"
3m25s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57g7c   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 643ms (643ms including waiting). Image size: 540108575 bytes.
3m25s       Normal    Started     pod/arc-heavy-runners-mlqbj-runner-57g7c   Started container runner
36m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57ljg   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57ljg to aks-heavy-22317745-vmss000002
36m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57ljg   Pulling image "ghcr.io/actions/actions-runner:latest"
36m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57ljg   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 74ms (74ms including waiting). Image size: 540108575 bytes.
36m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-57ljg   Created container: runner
4s          Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57mpp   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57mpp to aks-heavy-22317745-vmss000002
11m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57nmh   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57nmh to aks-heavy-22317745-vmss000002
11m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57nmh   Pulling image "ghcr.io/actions/actions-runner:latest"
11m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57nmh   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 128ms (128ms including waiting). Image size: 540108575 bytes.
40m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57nwh   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57nwh to aks-heavy-22317745-vmss000002
40m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57nwh   Pulling image "ghcr.io/actions/actions-runner:latest"
40m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-57nwh   Started container runner
3m47s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57sgx   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57sgx to aks-heavy-22317745-vmss000002
3m47s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57sgx   Pulling image "ghcr.io/actions/actions-runner:latest"
3m46s       Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-57sgx   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 678ms (678ms including waiting). Image size: 540108575 bytes.
3m46s       Normal    Created     pod/arc-heavy-runners-mlqbj-runner-57sgx   Created container: runner
49m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-57tvf   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-57tvf to aks-heavy-22317745-vmss000002
49m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-57tvf   Pulling image "ghcr.io/actions/actions-runner:latest"
49m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-57tvf   Created container: runner
43m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-58842   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-58842 to aks-heavy-22317745-vmss000002
43m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-58842   Pulling image "ghcr.io/actions/actions-runner:latest"
43m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-58842   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 80ms (80ms including waiting). Image size: 540108575 bytes.
36m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-5889h   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-5889h to aks-heavy-22317745-vmss000002
36m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-5889h   Pulling image "ghcr.io/actions/actions-runner:latest"
36m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-5889h   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 102ms (102ms including waiting). Image size: 540108575 bytes.
36m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-5889h   Created container: runner
36m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-5889h   Started container runner
16m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-58c95   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-58c95 to aks-heavy-22317745-vmss000002
16m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-58c95   Pulling image "ghcr.io/actions/actions-runner:latest"
16m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-58c95   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 74ms (74ms including waiting). Image size: 540108575 bytes.
16m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-58c95   Created container: runner
3m16s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-58czf   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-58czf to aks-heavy-22317745-vmss000002
61m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-58x2q   Pulling image "ghcr.io/actions/actions-runner:latest"
61m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-58x2q   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 89ms (89ms including waiting). Image size: 540108575 bytes.
61m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-58x2q   Created container: runner
61m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-58x2q   Started container runner
35m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-58x8m   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-58x8m to aks-heavy-22317745-vmss000002
35m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-58x8m   Pulling image "ghcr.io/actions/actions-runner:latest"
35m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-58x8m   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 78ms (78ms including waiting). Image size: 540108575 bytes.
35m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-58x8m   Created container: runner
35m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-58x8m   Started container runner
57m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-5922l   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-5922l to aks-heavy-22317745-vmss000002
57m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-5922l   Pulling image "ghcr.io/actions/actions-runner:latest"
57m         Normal    Started     pod/arc-heavy-runners-mlqbj-runner-5922l   Started container runner
11m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-598r6   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-598r6 to aks-heavy-22317745-vmss000002
11m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-598r6   Pulling image "ghcr.io/actions/actions-runner:latest"
11m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-598r6   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 92ms (92ms including waiting). Image size: 540108575 bytes.
11m         Normal    Created     pod/arc-heavy-runners-mlqbj-runner-598r6   Created container: runner
7m29s       Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-59dh9   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-59dh9 to aks-heavy-22317745-vmss000002
7m29s       Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-59dh9   Pulling image "ghcr.io/actions/actions-runner:latest"
17m         Normal    Scheduled   pod/arc-heavy-runners-mlqbj-runner-59f5r   Successfully assigned arc-runners/arc-heavy-runners-mlqbj-runner-59f5r to aks-heavy-22317745-vmss000002
17m         Normal    Pulling     pod/arc-heavy-runners-mlqbj-runner-59f5r   Pulling image "ghcr.io/actions/actions-runner:latest"
17m         Normal    Pulled      pod/arc-heavy-runners-mlqbj-runner-59f5r   Successfully pulled image "ghcr.io/actions/actions-runner:latest" in 79ms (79ms including waiting). Image size: 540108575 bytes.
